<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PETR3.SA,D,20040506,000000,5.66,5.70,5.36,5.36,6545600,0
PETR3.SA,D,20040507,000000,5.30,5.37,5.09,5.17,8326400,0
PETR3.SA,D,20040510,000000,5.06,5.11,4.95,4.97,9790400,0
PETR3.SA,D,20040511,000000,5.09,5.36,5.05,5.35,7883200,0
PETR3.SA,D,20040512,000000,5.36,5.41,5.28,5.34,5699200,0
PETR3.SA,D,20040513,000000,5.27,5.43,5.21,5.40,7556800,0
PETR3.SA,D,20040514,000000,5.43,5.53,5.13,5.13,8300800,0
PETR3.SA,D,20040517,000000,5.00,5.19,4.99,4.99,4934400,0
PETR3.SA,D,20040518,000000,5.06,5.20,4.97,5.01,6723200,0
PETR3.SA,D,20040519,000000,5.12,5.12,5.00,5.00,7158400,0
PETR3.SA,D,20040520,000000,5.00,5.09,4.91,4.96,5020800,0
PETR3.SA,D,20040521,000000,4.97,4.97,4.78,4.78,8752000,0
PETR3.SA,D,20040524,000000,4.93,5.15,4.88,5.14,8801600,0
PETR3.SA,D,20040525,000000,5.21,5.21,5.05,5.06,6974400,0
PETR3.SA,D,20040526,000000,5.06,5.13,5.00,5.04,9110400,0
PETR3.SA,D,20040527,000000,5.05,5.14,5.05,5.12,4393600,0
PETR3.SA,D,20040528,000000,5.19,5.21,5.00,5.01,9728000,0
PETR3.SA,D,20040531,000000,5.06,5.08,4.94,5.03,3582400,0
PETR3.SA,D,20040601,000000,5.03,5.18,5.03,5.19,2892800,0
PETR3.SA,D,20040602,000000,5.20,5.32,5.14,5.16,9219200,0
PETR3.SA,D,20040603,000000,5.16,5.18,5.06,5.12,3982400,0
PETR3.SA,D,20040604,000000,5.16,5.19,5.09,5.09,3504000,0
PETR3.SA,D,20040607,000000,5.13,5.25,5.11,5.23,3515200,0
PETR3.SA,D,20040608,000000,5.25,5.26,5.12,5.12,3696000,0
PETR3.SA,D,20040609,000000,5.12,5.14,5.01,5.03,8433600,0
PETR3.SA,D,20040610,000000,5.03,5.03,5.03,5.03,000,0
PETR3.SA,D,20040611,000000,5.01,5.12,5.01,5.03,873600,0
PETR3.SA,D,20040614,000000,5.03,5.07,4.91,5.06,7051200,0
PETR3.SA,D,20040615,000000,5.14,5.31,5.14,5.27,9784000,0
PETR3.SA,D,20040616,000000,5.31,5.44,5.22,5.29,5468800,0
PETR3.SA,D,20040617,000000,5.31,5.33,5.21,5.29,5062400,0
PETR3.SA,D,20040618,000000,5.25,5.33,5.23,5.27,2424000,0
PETR3.SA,D,20040621,000000,5.26,5.28,5.18,5.22,3537600,0
PETR3.SA,D,20040622,000000,5.22,5.27,5.16,5.21,3152000,0
PETR3.SA,D,20040623,000000,5.27,5.46,5.26,5.46,10590400,0
PETR3.SA,D,20040624,000000,5.46,5.51,5.42,5.44,6083200,0
PETR3.SA,D,20040625,000000,5.42,5.46,5.33,5.34,5246400,0
PETR3.SA,D,20040628,000000,5.38,5.39,5.27,5.27,4440000,0
PETR3.SA,D,20040629,000000,5.25,5.39,5.25,5.34,4504000,0
PETR3.SA,D,20040630,000000,5.34,5.42,5.25,5.36,5508800,0
PETR3.SA,D,20040701,000000,5.31,5.41,5.26,5.33,5582400,0
PETR3.SA,D,20040702,000000,5.34,5.39,5.31,5.31,5254400,0
PETR3.SA,D,20040705,000000,5.30,5.34,5.28,5.28,2870400,0
PETR3.SA,D,20040706,000000,5.28,5.36,5.19,5.19,4782400,0
PETR3.SA,D,20040707,000000,5.25,5.31,5.16,5.16,7451200,0
PETR3.SA,D,20040708,000000,5.14,5.21,5.09,5.12,5774400,0
PETR3.SA,D,20040709,000000,5.12,5.12,5.12,5.12,000,0
PETR3.SA,D,20040712,000000,5.16,5.20,5.11,5.15,8822400,0
PETR3.SA,D,20040713,000000,5.20,5.22,5.13,5.18,6504000,0
PETR3.SA,D,20040714,000000,5.13,5.21,5.12,5.15,8116800,0
PETR3.SA,D,20040715,000000,5.24,5.39,5.21,5.37,7220800,0
PETR3.SA,D,20040716,000000,5.41,5.50,5.41,5.45,7003200,0
PETR3.SA,D,20040719,000000,5.41,5.50,5.35,5.37,4004800,0
PETR3.SA,D,20040720,000000,5.39,5.41,5.33,5.33,4275200,0
PETR3.SA,D,20040721,000000,5.39,5.40,5.32,5.32,6140800,0
PETR3.SA,D,20040722,000000,5.31,5.34,5.15,5.15,8886400,0
PETR3.SA,D,20040723,000000,5.16,5.23,5.16,5.17,8254400,0
PETR3.SA,D,20040726,000000,5.23,5.25,5.11,5.12,5356800,0
PETR3.SA,D,20040727,000000,5.14,5.27,5.14,5.27,4353600,0
PETR3.SA,D,20040728,000000,5.27,5.37,5.27,5.33,5464000,0
PETR3.SA,D,20040729,000000,5.34,5.41,5.34,5.40,5712000,0
PETR3.SA,D,20040730,000000,5.34,5.46,5.34,5.36,6972800,0
PETR3.SA,D,20040802,000000,5.34,5.38,5.30,5.33,5156800,0
PETR3.SA,D,20040803,000000,5.36,5.38,5.31,5.33,5673600,0
PETR3.SA,D,20040804,000000,5.33,5.42,5.23,5.39,8428800,0
PETR3.SA,D,20040805,000000,5.38,5.47,5.28,5.37,5931200,0
PETR3.SA,D,20040806,000000,5.35,5.44,5.30,5.43,4803200,0
PETR3.SA,D,20040809,000000,5.39,5.47,5.39,5.47,4265600,0
PETR3.SA,D,20040810,000000,5.50,5.53,5.46,5.51,3428800,0
PETR3.SA,D,20040811,000000,5.47,5.62,5.46,5.48,10432000,0
PETR3.SA,D,20040812,000000,5.47,5.56,5.47,5.51,6236800,0
PETR3.SA,D,20040813,000000,5.56,5.56,5.38,5.46,41627200,0
PETR3.SA,D,20040816,000000,5.46,5.58,5.44,5.57,4140800,0
PETR3.SA,D,20040817,000000,5.55,5.61,5.55,5.59,2931200,0
PETR3.SA,D,20040818,000000,5.59,5.66,5.56,5.62,5457600,0
PETR3.SA,D,20040819,000000,5.66,5.76,5.65,5.67,3009600,0
PETR3.SA,D,20040820,000000,5.67,5.87,5.67,5.85,6462400,0
PETR3.SA,D,20040823,000000,5.87,5.89,5.78,5.78,6308800,0
PETR3.SA,D,20040824,000000,5.82,5.84,5.70,5.74,7508800,0
PETR3.SA,D,20040825,000000,5.84,5.84,5.72,5.77,8630400,0
PETR3.SA,D,20040826,000000,5.70,5.73,5.62,5.62,4705600,0
PETR3.SA,D,20040827,000000,5.64,5.67,5.62,5.67,4107200,0
PETR3.SA,D,20040830,000000,5.62,5.66,5.54,5.66,2716800,0
PETR3.SA,D,20040831,000000,5.68,5.68,5.56,5.65,3812800,0
PETR3.SA,D,20040901,000000,5.63,5.72,5.62,5.69,2972800,0
PETR3.SA,D,20040902,000000,5.62,5.79,5.62,5.79,3836800,0
PETR3.SA,D,20040903,000000,5.75,5.79,5.72,5.72,3374400,0
PETR3.SA,D,20040906,000000,5.71,5.79,5.69,5.79,176000,0
PETR3.SA,D,20040907,000000,5.79,5.79,5.79,5.79,000,0
PETR3.SA,D,20040908,000000,5.79,5.87,5.79,5.82,3518400,0
PETR3.SA,D,20040909,000000,5.81,5.92,5.79,5.91,6124800,0
PETR3.SA,D,20040910,000000,5.86,5.89,5.82,5.85,3164800,0
PETR3.SA,D,20040913,000000,5.86,5.90,5.86,5.88,2697600,0
PETR3.SA,D,20040914,000000,5.89,6.02,5.89,5.99,3656000,0
PETR3.SA,D,20040915,000000,5.97,6.01,5.93,5.94,3864000,0
PETR3.SA,D,20040916,000000,6.00,6.00,5.93,6.00,3046400,0
PETR3.SA,D,20040917,000000,6.00,6.07,5.98,6.07,3451200,0
PETR3.SA,D,20040920,000000,6.16,6.17,6.11,6.11,2904000,0
PETR3.SA,D,20040921,000000,6.12,6.25,6.08,6.20,2651200,0
PETR3.SA,D,20040922,000000,6.25,6.31,6.09,6.15,2761600,0
PETR3.SA,D,20040923,000000,6.19,6.33,6.15,6.33,3492800,0
PETR3.SA,D,20040924,000000,6.32,6.44,6.32,6.39,2694400,0
PETR3.SA,D,20040927,000000,6.39,6.50,6.39,6.46,2136000,0
PETR3.SA,D,20040928,000000,6.46,6.50,6.42,6.50,3545600,0
PETR3.SA,D,20040929,000000,6.50,6.51,6.44,6.48,2345600,0
PETR3.SA,D,20040930,000000,6.50,6.53,6.47,6.48,2968000,0
PETR3.SA,D,20041001,000000,6.37,6.56,6.34,6.54,4537600,0
PETR3.SA,D,20041004,000000,6.75,6.75,6.51,6.54,2910400,0
PETR3.SA,D,20041005,000000,6.51,6.65,6.50,6.65,4280000,0
PETR3.SA,D,20041006,000000,6.61,6.75,6.59,6.68,4163200,0
PETR3.SA,D,20041007,000000,6.68,6.71,6.63,6.71,2534400,0
PETR3.SA,D,20041008,000000,6.73,6.77,6.62,6.66,4507200,0
PETR3.SA,D,20041011,000000,6.69,6.69,6.52,6.59,1217600,0
PETR3.SA,D,20041012,000000,6.59,6.59,6.59,6.59,000,0
PETR3.SA,D,20041013,000000,6.55,6.55,6.12,6.23,10529600,0
PETR3.SA,D,20041014,000000,6.20,6.25,6.01,6.19,6944000,0
PETR3.SA,D,20041015,000000,6.20,6.31,6.20,6.31,2428800,0
PETR3.SA,D,20041018,000000,6.38,6.42,6.30,6.42,5102400,0
PETR3.SA,D,20041019,000000,6.43,6.46,6.27,6.28,6080000,0
PETR3.SA,D,20041020,000000,6.24,6.33,6.16,6.26,8825600,0
PETR3.SA,D,20041021,000000,6.25,6.43,6.25,6.41,8451200,0
PETR3.SA,D,20041022,000000,6.43,6.48,6.38,6.44,3686400,0
PETR3.SA,D,20041025,000000,6.38,6.44,6.35,6.41,3115200,0
PETR3.SA,D,20041026,000000,6.38,6.40,6.28,6.40,3652800,0
PETR3.SA,D,20041027,000000,6.40,6.48,6.39,6.42,4643200,0
PETR3.SA,D,20041028,000000,6.33,6.38,6.30,6.35,1496000,0
PETR3.SA,D,20041029,000000,6.33,6.41,6.25,6.41,6120000,0
PETR3.SA,D,20041101,000000,6.40,6.41,6.36,6.37,1721600,0
PETR3.SA,D,20041102,000000,6.37,6.37,6.37,6.37,000,0
PETR3.SA,D,20041103,000000,6.42,6.47,6.35,6.37,3704000,0
PETR3.SA,D,20041104,000000,6.41,6.44,6.39,6.42,2755200,0
PETR3.SA,D,20041105,000000,6.42,6.54,6.42,6.54,4257600,0
PETR3.SA,D,20041108,000000,6.56,6.56,6.38,6.47,3278400,0
PETR3.SA,D,20041109,000000,6.48,6.48,6.37,6.42,3580800,0
PETR3.SA,D,20041110,000000,6.47,6.48,6.39,6.46,5516800,0
PETR3.SA,D,20041111,000000,6.43,6.47,6.42,6.47,1979200,0
PETR3.SA,D,20041112,000000,6.47,6.56,6.47,6.52,2515200,0
PETR3.SA,D,20041115,000000,6.52,6.52,6.52,6.52,000,0
PETR3.SA,D,20041116,000000,6.44,6.44,6.22,6.23,5131200,0
PETR3.SA,D,20041117,000000,6.25,6.30,6.21,6.25,5464000,0
PETR3.SA,D,20041118,000000,6.25,6.25,6.16,6.20,6862400,0
PETR3.SA,D,20041119,000000,6.25,6.27,6.16,6.21,4768000,0
PETR3.SA,D,20041122,000000,6.21,6.25,6.18,6.24,3504000,0
PETR3.SA,D,20041123,000000,6.25,6.29,6.15,6.16,3371200,0
PETR3.SA,D,20041124,000000,6.16,6.21,6.06,6.16,5081600,0
PETR3.SA,D,20041125,000000,6.37,6.44,6.32,6.43,2028800,0
PETR3.SA,D,20041126,000000,6.39,6.41,6.19,6.36,4593600,0
PETR3.SA,D,20041129,000000,6.33,6.34,6.26,6.30,8756800,0
PETR3.SA,D,20041130,000000,6.26,6.38,6.26,6.38,8686400,0
PETR3.SA,D,20041201,000000,6.42,6.66,6.41,6.57,11233600,0
PETR3.SA,D,20041202,000000,6.57,6.57,6.36,6.41,3432000,0
PETR3.SA,D,20041203,000000,6.44,6.44,6.32,6.39,3907200,0
PETR3.SA,D,20041206,000000,6.40,6.50,6.38,6.48,4769600,0
PETR3.SA,D,20041207,000000,6.46,6.50,6.30,6.34,4707200,0
PETR3.SA,D,20041208,000000,6.31,6.33,6.26,6.31,3825600,0
PETR3.SA,D,20041209,000000,6.31,6.33,6.16,6.19,4289600,0
PETR3.SA,D,20041210,000000,6.20,6.32,6.18,6.26,1907200,0
PETR3.SA,D,20041213,000000,6.26,6.30,6.26,6.28,2480000,0
PETR3.SA,D,20041214,000000,6.32,6.35,6.29,6.34,2374400,0
PETR3.SA,D,20041215,000000,6.41,6.41,6.27,6.40,8336000,0
PETR3.SA,D,20041216,000000,6.40,6.50,6.38,6.50,5896000,0
PETR3.SA,D,20041217,000000,6.44,6.53,6.38,6.40,3564800,0
PETR3.SA,D,20041220,000000,6.41,6.50,6.39,6.46,4240000,0
PETR3.SA,D,20041221,000000,6.42,6.62,6.42,6.62,3585600,0
PETR3.SA,D,20041222,000000,6.64,6.64,6.52,6.56,4604800,0
PETR3.SA,D,20041223,000000,6.52,6.65,6.49,6.64,8574400,0
PETR3.SA,D,20041224,000000,6.64,6.64,6.64,6.64,000,0
PETR3.SA,D,20041227,000000,6.62,6.69,6.61,6.62,7745600,0
PETR3.SA,D,20041228,000000,6.62,6.67,6.62,6.67,1825600,0
PETR3.SA,D,20041229,000000,6.67,6.74,6.66,6.73,5161600,0
PETR3.SA,D,20041230,000000,6.72,6.72,6.65,6.66,1884800,0
PETR3.SA,D,20041231,000000,6.66,6.66,6.66,6.66,000,0
PETR3.SA,D,20050103,000000,6.69,6.70,6.41,6.41,3088000,0
PETR3.SA,D,20050104,000000,6.45,6.52,6.37,6.39,6024000,0
PETR3.SA,D,20050105,000000,6.39,6.43,6.29,6.35,4633600,0
PETR3.SA,D,20050106,000000,6.36,6.41,6.31,6.41,5398400,0
PETR3.SA,D,20050107,000000,6.50,6.50,6.34,6.44,2852800,0
PETR3.SA,D,20050110,000000,6.45,6.53,6.36,6.42,7312000,0
PETR3.SA,D,20050111,000000,6.41,6.51,6.38,6.46,2235200,0
PETR3.SA,D,20050112,000000,6.47,6.49,6.32,6.44,2406400,0
PETR3.SA,D,20050113,000000,6.49,6.55,6.42,6.54,8990400,0
PETR3.SA,D,20050114,000000,6.47,6.61,6.47,6.58,7528000,0
PETR3.SA,D,20050117,000000,6.55,6.59,6.49,6.51,2784000,0
PETR3.SA,D,20050118,000000,6.39,6.54,6.39,6.50,6892800,0
PETR3.SA,D,20050119,000000,6.50,6.59,6.48,6.54,4564800,0
PETR3.SA,D,20050120,000000,6.48,6.49,6.39,6.41,7272000,0
PETR3.SA,D,20050121,000000,6.41,6.50,6.39,6.45,4620800,0
PETR3.SA,D,20050124,000000,6.45,6.56,6.41,6.53,2105600,0
PETR3.SA,D,20050125,000000,6.53,6.53,6.53,6.53,000,0
PETR3.SA,D,20050126,000000,6.57,6.66,6.57,6.65,2926400,0
PETR3.SA,D,20050127,000000,6.57,6.69,6.56,6.64,4014400,0
PETR3.SA,D,20050128,000000,6.61,6.61,6.51,6.54,2657600,0
PETR3.SA,D,20050131,000000,6.56,6.66,6.54,6.59,3057600,0
PETR3.SA,D,20050201,000000,6.66,6.70,6.60,6.68,5473600,0
PETR3.SA,D,20050202,000000,6.68,6.77,6.68,6.74,2427200,0
PETR3.SA,D,20050203,000000,6.72,6.87,6.70,6.85,3086400,0
PETR3.SA,D,20050204,000000,6.62,7.01,6.59,6.93,10947200,0
PETR3.SA,D,20050207,000000,6.93,6.93,6.93,6.93,000,0
PETR3.SA,D,20050208,000000,6.93,6.93,6.93,6.93,000,0
PETR3.SA,D,20050209,000000,7.50,7.54,7.31,7.40,8324800,0
PETR3.SA,D,20050210,000000,7.31,7.34,7.22,7.26,5028800,0
PETR3.SA,D,20050211,000000,7.22,7.36,7.22,7.24,10236800,0
PETR3.SA,D,20050214,000000,7.22,7.30,7.19,7.19,3302400,0
PETR3.SA,D,20050215,000000,7.15,7.19,7.09,7.14,7132800,0
PETR3.SA,D,20050216,000000,7.16,7.24,7.09,7.20,9585600,0
PETR3.SA,D,20050217,000000,7.24,7.32,7.21,7.22,5120000,0
PETR3.SA,D,20050218,000000,7.22,7.27,7.17,7.26,4395200,0
PETR3.SA,D,20050221,000000,7.25,7.36,7.25,7.30,1736000,0
PETR3.SA,D,20050222,000000,7.38,7.62,7.28,7.53,11345600,0
PETR3.SA,D,20050223,000000,7.61,7.63,7.47,7.62,3193600,0
PETR3.SA,D,20050224,000000,7.70,7.92,7.70,7.92,4846400,0
PETR3.SA,D,20050225,000000,7.84,8.16,7.84,8.12,8625600,0
PETR3.SA,D,20050228,000000,8.07,8.12,7.78,7.94,7072000,0
PETR3.SA,D,20050301,000000,7.84,7.84,7.55,7.57,5496000,0
PETR3.SA,D,20050302,000000,7.59,7.87,7.53,7.86,4257600,0
PETR3.SA,D,20050303,000000,7.94,8.12,7.94,8.04,3496000,0
PETR3.SA,D,20050304,000000,8.12,8.31,8.11,8.19,2542400,0
PETR3.SA,D,20050307,000000,8.19,8.29,8.13,8.27,3028800,0
PETR3.SA,D,20050308,000000,8.19,8.20,8.13,8.16,2638400,0
PETR3.SA,D,20050309,000000,8.10,8.27,7.97,7.97,3140800,0
PETR3.SA,D,20050310,000000,7.94,8.07,7.75,7.78,2547200,0
PETR3.SA,D,20050311,000000,7.82,7.92,7.64,7.68,3147200,0
PETR3.SA,D,20050314,000000,7.68,7.75,7.61,7.64,3556800,0
PETR3.SA,D,20050315,000000,7.56,7.68,7.45,7.49,4729600,0
PETR3.SA,D,20050316,000000,7.44,7.58,7.28,7.55,6508800,0
PETR3.SA,D,20050317,000000,7.41,7.75,7.41,7.68,5598400,0
PETR3.SA,D,20050318,000000,7.66,7.71,7.50,7.59,4318400,0
PETR3.SA,D,20050321,000000,7.54,7.62,7.52,7.57,1571200,0
PETR3.SA,D,20050322,000000,7.56,7.57,7.32,7.32,2848000,0
PETR3.SA,D,20050323,000000,7.30,7.38,7.22,7.24,7376000,0
PETR3.SA,D,20050324,000000,7.37,7.38,7.26,7.28,4073600,0
PETR3.SA,D,20050325,000000,7.28,7.28,7.28,7.28,000,0
PETR3.SA,D,20050328,000000,7.28,7.29,7.19,7.19,3984000,0
PETR3.SA,D,20050329,000000,7.25,7.31,7.00,7.03,6144000,0
PETR3.SA,D,20050330,000000,7.12,7.23,7.01,7.18,4635200,0
PETR3.SA,D,20050331,000000,7.23,7.38,7.20,7.34,3422400,0
PETR3.SA,D,20050401,000000,7.38,7.49,7.38,7.44,4284800,0
PETR3.SA,D,20050404,000000,7.47,7.56,7.36,7.39,4339200,0
PETR3.SA,D,20050405,000000,7.41,7.47,7.22,7.25,4070400,0
PETR3.SA,D,20050406,000000,7.31,7.31,7.19,7.25,4505600,0
PETR3.SA,D,20050407,000000,7.34,7.37,7.15,7.25,4441600,0
PETR3.SA,D,20050408,000000,7.26,7.28,7.15,7.16,2923200,0
PETR3.SA,D,20050411,000000,7.15,7.20,7.11,7.16,1742400,0
PETR3.SA,D,20050412,000000,7.12,7.19,7.00,7.09,5569600,0
PETR3.SA,D,20050413,000000,7.13,7.16,6.94,6.94,5540800,0
PETR3.SA,D,20050414,000000,6.98,7.03,6.78,6.78,4747200,0
PETR3.SA,D,20050415,000000,6.74,6.88,6.69,6.72,6340800,0
PETR3.SA,D,20050418,000000,6.69,6.73,6.61,6.65,3548800,0
PETR3.SA,D,20050419,000000,6.69,6.84,6.69,6.83,1700800,0
PETR3.SA,D,20050420,000000,6.75,6.91,6.75,6.75,2004800,0
PETR3.SA,D,20050421,000000,6.75,6.75,6.75,6.75,000,0
PETR3.SA,D,20050422,000000,6.91,6.96,6.66,6.66,1660800,0
PETR3.SA,D,20050425,000000,6.67,6.95,6.67,6.91,2372800,0
PETR3.SA,D,20050426,000000,6.91,6.99,6.82,6.96,2374400,0
PETR3.SA,D,20050427,000000,6.91,6.94,6.69,6.71,4812800,0
PETR3.SA,D,20050428,000000,6.70,6.70,6.50,6.59,3115200,0
PETR3.SA,D,20050429,000000,6.64,6.72,6.56,6.72,3307200,0
PETR3.SA,D,20050502,000000,6.71,6.75,6.56,6.69,2288000,0
PETR3.SA,D,20050503,000000,6.69,6.73,6.60,6.67,1894400,0
PETR3.SA,D,20050504,000000,6.87,6.87,6.68,6.76,4734400,0
PETR3.SA,D,20050505,000000,6.78,6.89,6.74,6.86,4123200,0
PETR3.SA,D,20050506,000000,6.88,7.08,6.88,7.00,2124800,0
PETR3.SA,D,20050509,000000,7.00,7.04,6.95,7.01,1576000,0
PETR3.SA,D,20050510,000000,7.01,7.04,6.88,6.88,3107200,0
PETR3.SA,D,20050511,000000,6.91,6.97,6.84,6.90,1720000,0
PETR3.SA,D,20050512,000000,6.96,6.97,6.70,6.72,3536000,0
PETR3.SA,D,20050513,000000,6.69,6.76,6.49,6.52,3152000,0
PETR3.SA,D,20050516,000000,6.59,6.64,6.52,6.61,2553600,0
PETR3.SA,D,20050517,000000,6.57,6.88,6.55,6.80,3601600,0
PETR3.SA,D,20050518,000000,6.85,6.92,6.81,6.84,5388800,0
PETR3.SA,D,20050519,000000,6.81,6.96,6.78,6.95,2508800,0
PETR3.SA,D,20050520,000000,6.94,7.00,6.93,6.97,1918400,0
PETR3.SA,D,20050523,000000,6.97,6.97,6.83,6.84,2123200,0
PETR3.SA,D,20050524,000000,6.72,6.94,6.72,6.92,2870400,0
PETR3.SA,D,20050525,000000,6.94,7.02,6.91,6.97,3875200,0
PETR3.SA,D,20050526,000000,6.97,6.97,6.97,6.97,000,0
PETR3.SA,D,20050527,000000,7.01,7.12,7.01,7.12,5553600,0
PETR3.SA,D,20050530,000000,7.03,7.17,7.03,7.12,1454400,0
PETR3.SA,D,20050531,000000,7.12,7.15,7.01,7.01,5910400,0
PETR3.SA,D,20050601,000000,7.01,7.31,7.01,7.28,3865600,0
PETR3.SA,D,20050602,000000,7.36,7.41,7.27,7.34,3980800,0
PETR3.SA,D,20050603,000000,7.36,7.36,7.23,7.33,1468800,0
PETR3.SA,D,20050606,000000,7.06,7.32,7.06,7.31,4969600,0
PETR3.SA,D,20050607,000000,7.19,7.25,7.12,7.12,5209600,0
PETR3.SA,D,20050608,000000,7.31,7.31,7.13,7.16,2667200,0
PETR3.SA,D,20050609,000000,7.13,7.28,7.06,7.23,6052800,0
PETR3.SA,D,20050610,000000,7.25,7.37,7.22,7.22,3436800,0
PETR3.SA,D,20050613,000000,7.31,7.31,7.22,7.23,1723200,0
PETR3.SA,D,20050614,000000,7.26,7.41,7.26,7.37,11764800,0
PETR3.SA,D,20050615,000000,7.31,7.43,7.28,7.38,4840000,0
PETR3.SA,D,20050616,000000,7.47,7.49,7.33,7.44,4265600,0
PETR3.SA,D,20050617,000000,7.51,7.65,7.45,7.64,7547200,0
PETR3.SA,D,20050620,000000,7.65,7.83,7.65,7.81,1934400,0
PETR3.SA,D,20050621,000000,7.81,7.81,7.69,7.72,2102400,0
PETR3.SA,D,20050622,000000,7.71,7.82,7.64,7.82,3252800,0
PETR3.SA,D,20050623,000000,7.79,7.87,7.69,7.73,2910400,0
PETR3.SA,D,20050624,000000,7.75,7.75,7.52,7.56,1868800,0
PETR3.SA,D,20050627,000000,7.56,7.91,7.52,7.88,3809600,0
PETR3.SA,D,20050628,000000,7.88,7.88,7.75,7.79,1940800,0
PETR3.SA,D,20050629,000000,7.79,7.83,7.70,7.71,2705600,0
PETR3.SA,D,20050630,000000,7.72,7.75,7.58,7.58,3644800,0
PETR3.SA,D,20050701,000000,7.48,7.71,7.48,7.65,2859200,0
PETR3.SA,D,20050704,000000,7.56,7.70,7.56,7.68,723200,0
PETR3.SA,D,20050705,000000,7.69,7.93,7.64,7.84,5385600,0
PETR3.SA,D,20050706,000000,7.77,7.93,7.77,7.83,4152000,0
PETR3.SA,D,20050707,000000,7.63,7.77,7.56,7.70,3764800,0
PETR3.SA,D,20050708,000000,7.75,7.89,7.74,7.82,5232000,0
PETR3.SA,D,20050711,000000,7.81,7.84,7.72,7.72,2873600,0
PETR3.SA,D,20050712,000000,7.78,7.85,7.71,7.81,7545600,0
PETR3.SA,D,20050713,000000,7.81,7.88,7.78,7.80,3854400,0
PETR3.SA,D,20050714,000000,7.81,7.84,7.57,7.64,4763200,0
PETR3.SA,D,20050715,000000,7.59,7.61,7.44,7.46,4241600,0
PETR3.SA,D,20050718,000000,7.45,7.48,7.38,7.41,3667200,0
PETR3.SA,D,20050719,000000,7.38,7.43,7.36,7.39,6022400,0
PETR3.SA,D,20050720,000000,7.34,7.50,7.31,7.45,4358400,0
PETR3.SA,D,20050721,000000,7.45,7.61,7.39,7.61,2881600,0
PETR3.SA,D,20050722,000000,7.55,7.75,7.53,7.73,4592000,0
PETR3.SA,D,20050725,000000,7.61,7.67,7.54,7.66,10497600,0
PETR3.SA,D,20050726,000000,7.61,7.71,7.57,7.62,4160000,0
PETR3.SA,D,20050727,000000,7.67,7.79,7.66,7.79,4377600,0
PETR3.SA,D,20050728,000000,7.83,7.99,7.78,7.94,3886400,0
PETR3.SA,D,20050729,000000,8.00,8.00,7.82,7.83,2222400,0
PETR3.SA,D,20050801,000000,7.82,8.07,7.82,8.01,3651200,0
PETR3.SA,D,20050802,000000,8.01,8.21,8.01,8.19,3593600,0
PETR3.SA,D,20050803,000000,8.19,8.34,8.19,8.23,3240000,0
PETR3.SA,D,20050804,000000,8.19,8.25,8.09,8.11,4137600,0
PETR3.SA,D,20050805,000000,8.24,8.24,8.12,8.19,3972800,0
PETR3.SA,D,20050808,000000,8.21,8.38,8.20,8.31,2798400,0
PETR3.SA,D,20050809,000000,8.35,8.48,8.25,8.45,4857600,0
PETR3.SA,D,20050810,000000,8.56,8.57,8.47,8.52,3948800,0
PETR3.SA,D,20050811,000000,8.50,8.76,8.50,8.69,5488000,0
PETR3.SA,D,20050812,000000,8.56,8.91,8.49,8.91,5438400,0
PETR3.SA,D,20050815,000000,8.95,8.95,8.62,8.79,7097600,0
PETR3.SA,D,20050816,000000,8.79,8.84,8.60,8.61,3926400,0
PETR3.SA,D,20050817,000000,8.61,8.66,8.44,8.45,6296000,0
PETR3.SA,D,20050818,000000,8.44,8.66,8.43,8.47,3844800,0
PETR3.SA,D,20050819,000000,8.47,8.65,8.31,8.59,9816000,0
PETR3.SA,D,20050822,000000,8.59,8.83,8.59,8.72,4083200,0
PETR3.SA,D,20050823,000000,8.70,8.79,8.56,8.56,2580800,0
PETR3.SA,D,20050824,000000,8.56,8.88,8.55,8.88,2102400,0
PETR3.SA,D,20050825,000000,8.88,8.91,8.79,8.84,5779200,0
PETR3.SA,D,20050826,000000,8.85,8.86,8.62,8.66,2721600,0
PETR3.SA,D,20050829,000000,8.87,8.87,8.75,8.82,1993600,0
PETR3.SA,D,20050830,000000,8.87,9.06,8.84,9.06,4388800,0
PETR3.SA,D,20050831,000000,9.06,9.29,9.06,9.29,6955200,0
PETR3.SA,D,20050901,000000,37.15,37.40,36.68,36.75,599900,0
PETR3.SA,D,20050902,000000,37.40,37.40,36.30,36.49,911900,0
PETR3.SA,D,20050905,000000,37.00,37.20,36.35,36.70,306800,0
PETR3.SA,D,20050906,000000,36.95,37.38,36.57,37.38,742300,0
PETR3.SA,D,20050907,000000,37.38,37.38,37.38,37.38,000,0
PETR3.SA,D,20050908,000000,37.20,37.20,36.72,37.17,834400,0
PETR3.SA,D,20050909,000000,37.30,38.55,37.30,38.50,502100,0
PETR3.SA,D,20050912,000000,39.00,39.15,38.10,38.55,1131400,0
PETR3.SA,D,20050913,000000,38.80,38.80,38.02,38.03,711100,0
PETR3.SA,D,20050914,000000,38.20,38.70,38.12,38.50,864100,0
PETR3.SA,D,20050915,000000,39.10,39.12,38.65,39.00,488400,0
PETR3.SA,D,20050916,000000,39.00,39.55,38.69,39.50,688500,0
PETR3.SA,D,20050919,000000,39.11,40.30,39.11,40.29,818100,0
